#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ATTRITION_SHATTERED_FRIENDLY_TERRITORY;Shattered retreat in friendly territory: §R+$VALUE$%§!;Retraite anéantie en territoire ami : §R+$VALUE$%§!;Chaotischer Rückzug in sicherem Gebiet: §R+$VALUE$%§!;;Retirada destrozada a territorio amistoso: §R+$VALUE$%§!;;;;;;;;;x
SHATTERED_IGNORES_LEADER_ATTRITION;Shattered armies ignores leaders attrition reduction;Les armées en déroute ignorent les réductions d'attrition des commandants;Zerschlagene Armeen ignorieren Verlustsenkung des Anführers.;;Ejércitos destrozados ignora reducción de desgaste de los líderes;;;;;;;;;x
#BATTLE_WARSCORE_LIMIT_ATTACKERS;Warscore from battles is limited to $VALUE$ for attackers;Le score de guerre des batailles est limité à $VALUE$ pour les attaquants;Kriegspunkte von Schlachten werden für Angreifer auf $VALUE$ begrenzt.;;Marcador de guerra de las batallas está limitado a $VALUE$ para los atacantes;;;;;;;;;x
#BATTLE_WARSCORE_LIMIT_DEFENDERS;Warscore from battles is limited to $VALUE$ for defenders;Le score de guerre des batailles est limité à $VALUE$ pour les défenseurs;Kriegspunkte von Schlachten werden für Verteidiger auf $VALUE$ begrenzt.;;Marcador de guerra de las batallas está limitada a $VALUE$ para defensores.;;;;;;;;;x
INTERACTION_CANNOT_BREAK_FAVOR_BETROTHAL;Favor wasn't used to arrange the betrothal;La faveur n'a pas été utilisée pour arranger les fiançailles;Für das Arrangieren des Verlöbnisses wurde kein Gefallen verwendet.;;No se utilizó el Favor para organizar los esponsales;;;;;;;;;x
haughty_desc;This child is proud and vain, convinced of their own superiority. Can develop into: §YProud§!, §YArbitrary§! or §YCruel§!.;L'enfant est de nature fière et vaniteuse. Ceci peut conduire aux traits §YOrgueil§!, §YPartialité§! ou §YCruauté§!.;Das Kind ist voller Stolz und Eitelkeit und überzeugt von der eigenen Überlegenheit. Mögliche Entwicklungen: §YStolz§!, §YÜberheblich§! oder §YGrausam§!.;;Este niño es orgulloso/a y vanidoso/a, convencido de su propia superioridad. Puede desarrollarse como: §YOrgulloso§!, §YArrogante§! o §YCruel§!.;;;;;;;;;x
affectionate_desc;This child is kind and is quick to show love and affection. Can develop into: §YKind§!, §YContent§! or §YTrusting§!.;L'enfant est de nature gentille et affectueuse. Ceci peut conduire aux traits §YGentillesse§!, §YContentement§! ou §YConfiance§!.;Das Kind ist freundlich und zeigt schnell seine Liebe und Zuneigung. Mögliche Entwicklungen: §YGütig§!, §YZufrieden§! oder §YTreuherzig§!.;;Este niño es bueno/a y es rápido en mostrar amor y afecto. Puede desarrollarse como:  §YAmable§!, §YContento§! o §YConfiado§!.;;;;;;;;;x
timid_desc;This child is shy and quiet and usually avoids open conflicts. Can develop into: §YHumble§!, §YShy§! or §YCraven§!.;L'enfant est de nature timide et discrète. Ceci peut conduire aux traits §YHumilité§!, §YTimidité§! ou §YLâcheté§!.;Das Kind ist schüchtern und still und geht der offenen Konfrontation aus dem Weg. Mögliche Entwicklungen: §YBescheiden§!, §YSchüchtern§! oder §YFeige§!.;;Este niño es tímido y reservado y evita generalmente los conflictos. Puede desarrollarse como: §YHumilde§!, §YTímido§! o §YCobarde§!.;;;;;;;;;x
rowdy_desc;This child is loud and lively and usually prefers rough physical activity over calmer pursuits. Can develop into: §YBrawny§!, §YHonest§! or §YDull§!.;L'enfant est de nature bruyante et chahuteuse. Ceci peut conduire aux traits §YRobuste§!, §YHonnêteté§! ou §YSimplet§!.;Das Kind ist laut und quirlig und geht am liebsten körperlich fordernden Aktivitäten nach. Mögliche Entwicklungen: §YMuskulös§!, §YEhrlich§! oder §YStumpfsinnig§!.;;Este niño es fuerte y vivaz y generalmente prefiere actividad física dura sobre actividades más tranquilas. Puede desarrollarse como:  §YFornido§!, §YHonesto§! o §YTonto§!.;;;;;;;;;x
willful_desc;This child is stubborn and strong-willed, and doesn't obey or give way easily. Can develop into: §YAmbitious§!, §YBrave§! or §YStubborn§!.;L'enfant est de nature têtue et déterminée. Ceci peut conduire aux traits §YForte ambition§!, §YBravoure§! ou §YEntêtement§!.;Das Kind ist stur und eigensinnig. Es gehorcht selten und gibt ungern nach. Mögliche Entwicklungen: §YEhrgeizig§!, §YTapfer§! oder §YStur§!.;;Este niño es testarudo/a y voluntarioso/a y no obedece ni cede fácilmente. Puede desarrollarse como: §YAmbicioso§!, §YValiente§! o §YTerco§!;;;;;;;;;x
brooding_desc;This child is a quiet thinker, often sitting inside in deep ponderings as others play outside in the sun. Can develop into: §YJust§!, §YWroth§! or §YEnvious§!.;L'enfant est de nature calme, préférant cogiter dans son coin plutôt que jouer avec les autres dehors. Ceci peut conduire aux traits §YSens de la justice§!, §YColère§! ou §YEnvie§!.;Das Kind hat einen Hang zur stillen Betrachtung und überlässt das Herumtoben im Freien gerne den anderen. Mögliche Entwicklungen: §YGerecht§!, §YZornig§! oder §YNeidisch§!.;;Este niño es un pensador tranquilo, a menudo se sienta en profundas reflexiones mientras otros juegan al sol. Puede desarrollarse como: §YJusto§!, §YAirado§! o §YEnvidioso§!.;;;;;;;;;x
indolent_desc;This child is very averse to any kind of exertion, be it mental or physical. Can develop into: §YCharitable§!, §YSlothful§! or §YGluttonous§!.;L'enfant se refuse à tout effort, mental ou physique. Ceci peut conduire aux traits §YCharité§!, §YParesse§! ou §YGourmandise§!.;Das Kind hat eine Abneigung gegen Anstrengung jeder Form, ganz gleich ob körperlicher oder geistiger Natur. Mögliche Entwicklungen: §YWohltätig§!, §YFaul§! oder §YGefräßig§!.;;Este niño es muy reacio a cualquier tipo de esfuerzo, ya sea mental o físico. Puede desarrollarse como: §YCaritativo§!, §YPerezoso§! o §YGlotón§!.;;;;;;;;;x
playful_desc;This child loves to engage in fun and games, almost always turning any activity into an excuse to play. Can develop into: §YGregarious§!, §YDeceitful§! or (rarely) §YLunatic§!.;L'enfant est de nature joueuse, faisant de chaque activité un jeu. Ceci peut conduire aux traits §YSociabilité§!, §YFourberie§! ou plus rarement §YLunatique§!.;Das Kind liebt Spiele und das Vergnügen und hat einen spielerischen Zugang zur Welt. Mögliche Entwicklungen: §YGesellig§!, §YHinterlistig§! oder (selten) §YVerrückt§!.;;Este niño quiere participar en diversiones y juegos, convertir casi siempre cualquier actividad en una excusa para jugar. Puede desarrollarse como:  §YGregario§!, §YEmbustero§! o (raramente) §YLunático§!.;;;;;;;;;x
conscientious_desc;This child is unusually scrupulous and responsible, taking delight in completing any chores and tasks to perfection. Can develop into: §YDiligent§! or §YTemperate§!.;L'enfant est de nature méticuleuse et responsable. Ceci peut conduire aux traits §YDiligence§! ou §YTempérance§!.;Das Kind ist außergewöhnlich pflichtbewusst und möchte ihm gestellte Aufgaben möglichst perfekt erledigen. Mögliche Entwicklungen: §YFleißig§! oder §YGemäßigt§!.;;Este niño es inusualmente escrupuloso/a y responsable, tomando placer en la realización de los quehaceres y tareas a la perfección. Puede desarrollarse como: §YDiligente§! o §YModerado§!;;;;;;;;;x
fussy_desc;This child is very particular about details which seem trivial to others, sometimes to the point of causing anxiety and frustration. Can develop into: §YPatient§!, §YGreedy§! or §YParanoid§!.;L'enfant accorde une grande importance aux détails, même si ceux-ci semblent sans importance pour les autres, lui causant parfois anxiété et frustration. Ceci peut conduire aux traits §YPatience§!, §YAvarice§! ou §YParanoïa§!.;Das Kind misst scheinbar nebensächlichen Kleinigkeiten große Bedeutung zu, was nicht alle nachvollziehen können und manchmal für Frustration sorgt. Mögliche Entwicklungen: §YGeduldig§!, §YGierig§! oder §YParanoid§!.;;Este niño es muy particular acerca de los detalles que parecen triviales para otros, a veces hasta el punto de causar ansiedad y frustración. Puede desarrollarse como: §YPaciente§!, §YCodicioso§! o §YParanoico§!.;;;;;;;;;x
curious_desc;This child has an inquisitive nature and is constantly asking questions and poking around looking for new and interesting things. Can develop into: §YShrewd§!, §YCynical§! or §Ysympathies for other religions§!.;L'enfant est de nature curieuse et pose constamment des questions, à la recherche de nouvelles choses intéressantes à découvrir. Ceci peut conduire aux traits §YRuse§!, §YCynisme§! ou §YSympathie pour une autre religion§!.;Das Kind kann stundenlang Fragen stellen und ist immer auf der Suche nach neuen und interessanten Dingen. Mögliche Entwicklungen: §YKlug§!, §YZynisch§! oder §YSympathie für andere Religionen§!.;;Este niño tiene una naturaleza inquisitiva, está preguntando constantemente y buscando cosas nuevas e interesantes. Puede desarrollarse como:  §YAstuto§!, §YSuspicaz§! o §Ysimpatías por otras religiones§!.;;;;;;;;;x
idolizer_desc;This child is easily impressed and also has a fervent desire to seek for ultimate truths. Can develop into: §YZealous§!, §YErudite§! or §YFrail§!.;L'enfant est impressionnable et a également un puissant désir de connaître les grandes vérités de ce monde. Ceci peut conduire aux traits §YZèle§!, §YÉrudition§! ou §YFrêle§!.;Das Kind ist leicht zu beeindrucken und hat eine große Sehnsucht nach endgültigen Wahrheiten. Mögliche Entwicklungen: §YEifrig§!, §YGebildet§! oder §YSchwächlich§!.;;Este niño se impresiona fácilmente y también tiene un deseo ferviente de buscar las últimas verdades. Puede desarrollarse como: §YCeloso§!, §YErudito§! o §YFrágil§!.;;;;;;;;;x
CHRONICLE_RUNESTONE_POSSESSED;[Root.GetTitledName] raised a rune stone as a reminder that the demonic lord Xuhmalz of the Realm of Zulmarakh will return in the next millennia to bring destruction and chaos upon this pitiful world.;[Root.GetTitledName] a fait lever une pierre runique pour rappeler le retour du seigneur démoniaque Xuhmalz du royaume de Zulmarakh lors du prochain millénaire pour apporter chaos et destruction sur ce monde pitoyable.;[Root.GetTitledName] errichtete einen Runenstein, um anzumahnen, dass Xuhmalz, der Dämonenlord des Reiches von Zulmarakh, in den nächsten Jahrtausenden zurückkehren und Chaos und Zerstörung über diese erbärmliche Welt bringen wird.;;[Root.GetTitledName] levantó una piedra rúnica como recordatorio de que el Señor demoníaco Xuhmalz del reino de Zulmarakh volverá en los próximos milenios a traer caos y destrucción a este mundo lamentable.;;;;;;;;;x
CHRONICLE_HELD_NERGE;[Root.GetTitledName] held a great nerge at [Root.Location.GetName].;[Root.GetTitledName] a organisé une grande chasse à [Root.Location.GetName].;[Root.GetTitledName] hielt in [Root.Location.GetName] eine große Jagd ab.;;[Root.GetTitledName] llevó a cabo un gran nerge en [Root.Location.GetName];;;;;;;;;x
EVTDESC_ZE_10076;To the [GetFromRootInsult] [Root.GetTitledFirstName].\n\nMy men and I have put up with your leeching of our abilities for too long now. You failed to treat us with the proper respect on multiple occasions and therefore we will from now on pay no respect or allegiance towards you. It will be my pleasure to aid your enemies to defeat your armies on the battlefield.;[Root.GetTitledFirstName], espèce [GetFromRootInsultNounAdj],\n\nMes hommes et moi avons supporté que vous vous serviez de nos compétences trop longtemps. À de multiples occasions, vous n'avez pas réussi à nous traiter avec le respect approprié et c'est pourquoi nous ne ferons plus preuve de respect ou allégeance à votre égard. Je me ferai une joie d'aider vos ennemis à vaincre vos armées sur le champ de bataille.;[Root.GetTitledFirstName],\nmeine Männer und ich haben lange genug geduldet, dass Ihr unsere Fähigkeiten für Eure eigenen Zwecke missbraucht. Ihr habt uns wiederholt respektlos behandelt, weshalb wir Euch fortan auch keinen Respekt mehr zollen werden und uns von Euch lossagen. Es wird mir eine Freude sein, Eure Feinde bei der Vernichtung Eurer Armeen auf dem Schlachtfeld zu unterstützen.;;Para [GetFromRootInsult] [Root.GetTitledFirstName].\n\nMis hombres y yo hemos soportado como te aprovechabas de nuestras habilidades desde hace demasiado tiempo. No nos trataste con el respeto apropiado en múltiples ocasiones y por lo tanto de ahora en adelante no te prestaremos ni respeto ni lealtad. Será un placer ayudar a tus enemigos a derrotar a tus ejércitos en el campo de batalla.;;;;;;;;;x
EVTOPTA_ZE_10076;That ungrateful [GetRootFromInsult]!;Espèce [GetRootFromInsultNounAdj] ingrat !;Welch undankbare Person!;;¡Desagradecido [GetRootFromInsult]!;;;;;;;;;x
#pattern_selfish_affects_council_stability_tooltip;This affects the stability of the Council!;La stabilité du Conseil s'en trouve affectée !;Dies beeinflusst die Stabilität des Rates!;;¡Esto afecta la estabilidad del Consejo!;;;;;;;;;x
tooltip_disables_advisors;\nDisables the Advisor minor titles for Kings and Emperors\n;\nDésactive le titre mineur de conseiller pour les rois et empereurs\n;\nDeaktiviert niedrige Beratertitel für Könige und Kaiser\n;;Desactiva los títulos de menor importancia del consejero para Reyes y emperadores\n;;;;;;;;;x
tooltip_enables_advisors;\nEnables the Advisor minor titles for Kings and Emperors.\n;\nActive le titre mineur de conseiller pour les rois et empereurs\n;\nAktiviert niedrige Beratertitel für Könige und Kaiser\n;;Permite que los títulos de menor importancia del consejero para Reyes y emperadores.\n;;;;;;;;;x
opinion_denied_request;Denied Request;Demande refusée;Anfrage verweigert;;Solicitud denegada;;;;;;;;;x
#EDUCATE_CHARACTER_INTERACTION_LONG_DESC_CONCLAVE;At age 6, a guardian can be entrusted with your child. A guardian's religion and culture as well as some traits can affect your child's upbringing.;À 6 ans, votre enfant peut être confié à un tuteur. La religion, la culture, et certains traits de caractère de ce dernier peuvent avoir un impact sur l'éducation de votre enfant.;Im Alter von 6 Jahren könnt Ihr Euer Kind einem Vormund anvertrauen. Religionszugehörigkeit, Kultur sowie bestimmte Eigenschaften des Vormunds können die Erziehung Eures Kindes beeinflussen.;;A los 6 años, se le puede poner un tutor a tu hijo. La religión y cultura de su tutor,  así como algunos rasgos pueden afectar la educación de tu hijo.;;;;;;;;;x
EVTOPTX_ZE_6021;No, I had something else in mind.;Non, j'avais autre chose en tête.;Nein, ich hatte etwas anderes im Sinn.;;No, se me ha ocurrido otra cosa.;;;;;;;;;x
EVTOPTY_ZE_6021;[From.GetSheHeCap] should be my Advisor.;[From.GetIlElleCap] devrait être m[From.GetOnA] conseill[From.GetErEre].;[From.GetSheHeCap] sollte mein Berater sein.;;[From.GetSheHeCap] debe ser mi consejero.;;;;;;;;;x
well_mannered;Well Mannered;Possède de bonnes manières;Wohlgesittet;;Bien educado/a;;;;;;;;;x
ask_for_pardon;Ask for Pardon;Demander grâce;Begnadigung ersuchen;;Pedir perdón;;;;;;;;;x
ask_for_pardon_desc;Call in a §YFavor§! to remove any reason to banish, execute, imprison or revoke titles your liege may have.;Demandez une §Yfaveur§! pour annuler toute raison que pourrait posséder votre [Root.Liege.GetLordLady] lige de bannir, exécuter, emprisonner ou révoquer un titre.;Fordert einen §YGefallen§! ein, um sämtliche Gründe, die Euer Lehnsherr haben mag, um Euch zu verstoßen, hinzurichten, einzukerkern oder Titel abzuerkennen, zu annullieren.;;Reclamar un §YFavor§! para eliminar cualquier motivo para desterrar, ejecutar, encarcelar o revocar títulos que tenga tu señor.;;;;;;;;;x
EVTDESC_ZE_8120;The crooked [pardon_target.GetBestName] has called in the Favor you owe [pardon_target.GetHerHim] in order to force you to pardon [pardon_target.GetHerHis] devious crimes! You will no longer be able to take hostile actions against [pardon_target.GetHerHim] without looking like a tyrant in the eyes of the realm.;Dans toute sa malhonnêteté, [pardon_target.GetBestName] a souhaité utiliser une faveur que vous lui deviez afin de vous forcer à pardonner ses crimes perfides ! Vous ne pourrez plus entreprendre des actions hostiles contre [pardon_target.GetLuiElle] sans passer pour un tyran aux yeux de tout le pays.;[pardon_target.GetBestName], diese Ratte, hat einen von Euch geschuldeten Gefallen eingefordert, um Euch dazu zu zwingen, die verschlagenen, von [pardon_target.GetBestName] begangenen Verbrechen ungesühnt zu lassen! Ihr könnt nun keine feindlichen Aktionen gegen [pardon_target.GetBestName] mehr veranlassen, ohne im gesamten Reich als Tyrann zu gelten.;;El retorcido de [pardon_target.GetBestName] ha reclamado el favor que [pardon_target.GetHerHim] debes para obligarte a perdonar [pardon_target.GetHerHis]s crímenes infames! Ya no podrás tomar medidas hostiles contra [pardon_target.GetHerHim] sin parecer un tirano a los ojos del reino.;;;;;;;;;x
